bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-0015_ses-01_T1w	0.4231629178598432	3.012736475612215	0.5477925718470282	124.92218780517578	4.034021224701348	4.04	4.475055674104046	3.587008	0.22758730822525883	0.41550329046268714	0.356909401312054	1.4124306440353394	0.7101314663887024	0.0	0.04628806880214396	24.275601034803582	13.683045894271407	18.74293212386683	256	256	256	1.7115570315794466	8.35246632012732	8.238387712445475	14.651139785629656	5.049648290497812	12.185305833419639	11.847986461490388	18.309005260553715	0.9375	0.8999999761581421	0.9375	1.348123135420165	35.782469146686324	51.55207824707031	48.26755905151367	4127259.0	0.0	120.63642883300781	36.29310989379883	287.7327744003779	52.46433723352572	288.24127197265625	275.803466796875	86146.0	188.14230346679688	390.1457824707031	161.1409149169922	0.02469996437714217	78.13840348318449	666.6781005859375	665.5413208007812	30244.0	535.334814453125	800.6210845947265	79.68069458007812	1.1197702714844509	63.39536141497233	998.9129638671875	1000.0076904296875	298721.0	885.03466796875	1107.32470703125	68.25448608398438	0.1320333033800125	0.4075715243816376	0.40896090865135193	0.38503136259960535
sub-0017_ses-01_T1w	0.44588731494465006	2.7798887385020454	0.5880239407341872	94.32505798339844	4.559604782659633	4.747155681312234	4.833098666666667	4.09856	0.23187462694329683	0.41169699077754973	0.35642838227915347	1.6468076705932617	0.9553485393524164	0.0	0.0021966796311045193	24.221381128293284	13.413639430125807	17.942751159338467	240	256	256	2.1996306939465744	9.328523981922837	8.406589336212313	13.69161333276753	6.048036882626484	11.898158699107055	11.739708921182498	17.272931181813956	0.8999999761581421	0.9375	0.9375	4.615371037468817	37.92858144274293	64.81720733642578	56.87032699584961	3968855.0	10.347563457489013	139.76861724853512	41.74567413330078	272.06539357636376	83.94398021850887	361.4146423339844	350.1461181640625	52279.0	214.45171203613282	514.4908142089844	159.18252563476562	-0.012261004802907038	74.01858094271734	690.8543090820312	688.8341064453125	24218.0	572.2900299072265	816.0997039794921	73.84017944335938	1.908821337574036	64.72729635480289	1001.8590698242188	1000.0021362304688	264767.0	885.3982299804688	1121.693017578125	73.03742980957031	0.14411188662052155	0.4302317202091217	0.46674656867980957	0.44424560100096494
sub-0019_ses-01_T1w	0.4239670549673556	2.9963239563945794	0.5405187543138604	197.6354522705078	4.179756187383998	4.299253333333334	4.443311228818661	3.796704	0.21718983696902433	0.40353710421190714	0.37927305881906853	1.535582423210144	0.7875492215156554	0.0	0.01662543920991935	30.532814474334792	16.653902007861	21.22642321234448	256	256	256	1.4877983251382854	9.147940110643107	8.722773066596003	15.53258076400662	8.456308500581585	15.296817217637045	15.373085466503488	22.366130681291832	0.9375	0.8999999761581421	0.9375	3.5955442854568043	29.291404366658867	48.49041748046875	39.48391342163086	4915931.0	0.0	118.31470489501953	37.326393127441406	34.33786624019546	105.74716427823205	409.7614440917969	378.0848693847656	29720.0	192.17230834960938	607.1371459960936	254.1194610595703	-0.013450839098438916	74.44700991021702	686.4304809570312	683.9266967773438	26746.0	567.3133697509766	815.6594543457031	74.76152038574219	0.7452137871188316	59.5570106885104	998.9541625976562	999.9984741210938	290045.0	890.0783081054688	1101.849853515625	64.3805923461914	0.1265091449022293	0.4365944266319275	0.49159467220306396	0.5473767730696522
sub-0020_ses-01_T1w	0.4282081463380982	2.9342148683032407	0.5641735715868647	94.75826263427734	4.228180187580032	4.424277333333333	4.4655112294067605	3.7947520000000003	0.2060507167021105	0.42153227873183197	0.37241700456605753	1.5495630502700806	0.8791699886322017	0.0	0.025529575836809308	27.434178046888764	13.931300693504408	18.490437381417866	256	256	256	1.03973156773055	9.315442359219004	8.419792630574284	14.904203964773297	7.913602301974981	14.45281567914125	14.49630174828674	21.122487263743984	0.9375	0.8999999761581421	0.9375	2.9383055539824054	31.015594553478394	58.340980529785156	60.95893096923828	4660413.0	0.0	123.2269119262695	41.03501892089844	37.977481048434356	106.7494410221388	430.5117492675781	374.6473083496094	27890.0	198.01760711669922	624.0903839111329	360.3243408203125	0.024162808919683698	72.53914590424395	685.1365966796875	684.22802734375	31874.0	564.8596496582031	808.1402404785156	73.44979095458984	0.7199129579124781	62.67052964188701	999.4430541992188	999.9849243164062	299653.0	887.0934326171875	1107.6909912109375	67.09403991699219	0.12561649084091187	0.4226658344268799	0.46769681572914124	0.39519757704919395
sub-0021_ses-01_T1w	0.3955011996756643	3.211263701610253	0.580447231869452	139.75257873535156	4.917689822763538	5.094466801623948	5.143818666666666	4.514784000000001	0.25903757709008923	0.3769710236971945	0.3639913992127163	1.585160255432129	0.858644264936447	0.0	0.004609066966204843	18.244244763548725	11.730079129229223	15.133496443050488	240	256	256	2.4965994972771153	10.451552439686635	10.542725881926117	18.6800257088146	8.080503341724654	15.155836411993205	14.908313933766868	21.488602047582745	0.8999999761581421	0.9375	0.9375	2.3295857779895135	30.48842592063531	53.863014221191406	51.38254165649414	4316700.0	10.306335306167602	111.37771987915028	31.664241790771484	276.47843602396495	86.3475078995225	381.0407409667969	376.046630859375	97343.0	231.00106658935547	519.5068969726561	150.6227569580078	0.044563244731672835	66.31432502351329	707.2205810546875	705.3151245117188	25721.0	597.8292846679688	821.8921508789062	67.4829330444336	0.8479948486039128	50.24432501266403	1000.3336181640625	1000.0263671875	380979.0	913.3458251953125	1087.061328125	53.53445816040039	0.10348954051733017	0.38703352212905884	0.4369875192642212	0.45829464379180296
sub-0022_ses-01_T1w	0.3622207522763754	3.5359152692661184	0.5359055118439855	178.98695373535156	4.685319747328222	4.940311241984665	4.997984	4.117664	0.24771064681493762	0.40100671842307845	0.35128263476198396	1.7282774448394775	0.8054821729660029	3.0309092121454593e-06	0.003670670257722238	22.864073217156093	13.90470549593741	18.88420840069504	240	256	256	1.9043002884934481	9.950749198922212	9.328497967728064	16.130444415768533	7.936155785783802	15.914499421789106	15.94913625611639	23.996753560776266	0.8999999761581421	0.9375	0.9375	9.539752531608586	27.300913723756253	45.01219177246094	41.710960388183594	4337174.0	9.252303123474121	93.12484016418456	28.07248306274414	221.157633043341	76.97027961916262	339.70587158203125	330.7163391113281	50836.0	193.928955078125	470.80663299560547	173.6664581298828	0.09240895118544001	65.91634622975184	662.4880981445312	663.1907348632812	24801.0	552.0687866210938	770.9299926757812	66.6459732055664	0.9827620189856128	56.08125683030727	997.1385498046875	999.9953002929688	292903.0	888.3318420410156	1092.3931518554687	61.99417495727539	0.13537389039993286	0.42716288566589355	0.4763040244579315	0.4705720556678682
sub-0023_ses-01_T1w	0.3631112274132025	3.473223774712644	0.4909808218318617	358.1141052246094	4.159280632052732	4.299168	4.468711229491531	3.7099626666666667	0.21485159861040318	0.42288398020560974	0.36226442118398705	1.3259656429290771	0.6637579262256619	0.0	0.06759175371016546	29.46602188942129	15.726666995799755	21.68175062705361	256	256	256	1.0448276944071315	9.19501225176612	8.908680480609801	16.48620149565615	5.409641536158048	10.72594569105738	10.81847258913625	16.319830540193326	0.9375	0.8999999761581421	0.9375	4.97052133847593	40.14341306198051	38.68046569824219	27.12203598022461	5180118.0	0.0	81.44303131103516	30.843477249145508	68.81780158097139	93.762645527215	383.7823791503906	331.4752197265625	24069.0	188.8988250732422	557.4523559570312	317.24688720703125	0.029797986739725335	70.4050999985422	657.59716796875	657.231201171875	25950.0	538.2718627929687	775.4354187011719	71.47554779052734	1.1721246486865775	54.05661437200378	994.9652099609375	999.9959106445312	269071.0	884.5446166992188	1083.6909790039062	60.65642547607422	0.1519535779953003	0.44496041536331177	0.4924525320529938	0.40550137109325796
sub-0025_ses-01_T1w	0.3186569171792439	3.9171485644251867	0.5550038195895199	150.44833374023438	4.716472190851076	4.835944572553227	4.896576	4.4168959999999995	0.23430660323801605	0.41554005359490254	0.3501533431670814	1.682728886604309	0.8138960003852844	0.0	0.006080664133491584	21.723381576142312	12.597156089553964	17.73088286389721	240	256	256	1.2669519942347807	10.940779466560308	9.826862290441982	17.27285541053086	7.298502995202101	15.250563948171198	15.244329290582371	23.183920928373812	0.8999999761581421	0.9375	0.9375	0.899154136628423	28.258145815222775	44.91147994995117	43.33185958862305	4414065.0	9.636871528625488	91.77944793701172	25.782472610473633	178.206617193766	72.10325144095407	340.5736389160156	314.8079833984375	48026.0	202.05132293701172	465.30286407470703	248.47406005859375	0.2753665423701115	57.890033346701266	657.3126220703125	657.8060302734375	38018.0	557.0063018798828	754.3562530517579	60.12344741821289	0.9640673881387443	51.15158635560453	995.2347412109375	999.997314453125	322233.0	888.4955444335938	1080.3379638671872	57.89406204223633	0.1393970251083374	0.437287300825119	0.4751124680042267	0.5311874683727236
sub-0026_ses-01_T1w	0.4033019954846657	3.1174735049883573	0.5366520478908477	149.4573516845703	3.9358920378941327	4.041813333333334	4.291366780349064	3.4744960000000003	0.19560871600648752	0.44080232791138263	0.3635889560821298	1.4003996849060059	0.7380772233009332	0.0	0.04481290360753492	30.29800549506462	14.549161292815874	19.96708011722953	256	256	256	0.710570067830254	9.446476512493092	8.67092271868799	15.855721575740624	6.1517736242876975	13.405939866036306	13.060085283927847	19.62254236145954	0.9375	0.8999999761581421	0.9375	2.541086301203463	33.38730338652559	47.42068862915039	45.04004669189453	4888548.0	0.0	112.51775360107422	33.45683288574219	32.052366635496135	55.76671060767998	409.6536865234375	313.50897216796875	50797.0	223.64455261230466	903.3361694335931	441.2033386230469	0.047673645363139894	71.36575094773991	682.7860717773438	683.198486328125	44862.0	562.0561676025391	800.8608734130859	72.32229614257812	1.6289059492272768	56.4054855747473	996.9775390625	1000.0112915039062	265353.0	886.9112792968749	1091.81767578125	63.06930923461914	0.13680946826934814	0.4263187050819397	0.45351842045783997	0.4275540051662524
sub-0027_ses-01_T1w	0.409430927524966	3.0598982231527794	0.544359645375077	111.73946380615234	4.256313227222405	4.240405333333333	4.760555681667214	3.7679786666666666	0.25250693702336685	0.377590146635521	0.36990291634111216	1.5046859979629517	0.7312095403671264	2.9153603994249536e-06	0.033388417902538596	22.826867378675924	14.700344789886163	18.557274738587306	256	256	256	2.9126078077832087	9.373412048851685	9.597863564370593	16.507570836476887	7.633220375766129	16.856407028950013	16.323243436313945	24.48010290422569	0.9375	0.8999999761581421	0.9375	9.77263279434992	26.76182292036336	50.04372024536133	52.95873260498047	5521245.0	0.0	106.67677917480468	35.95138168334961	410.08934969704956	63.504991089515755	324.9205322265625	311.8112487792969	54873.0	212.21949768066406	470.1869323730466	107.05471801757812	0.018084181864000737	72.4449901664293	687.38720703125	688.5714111328125	16321.0	563.4498291015625	807.0946655273438	73.45780944824219	1.1021625831559225	55.060881914787906	997.4910278320312	999.9935913085938	331963.0	892.92177734375	1091.3375122070313	60.57778549194336	0.1569334715604782	0.4032398462295532	0.4734526574611664	0.3895245270746024
sub-0028_ses-01_T1w	0.3711286553116962	3.3663505097165913	0.5422918408783397	163.04873657226562	4.304947152725162	4.4210666666666665	4.712633458175485	3.7811413333333332	0.22050808641348332	0.39548232879069906	0.38400958479581765	1.4125149250030518	0.6889047861099242	0.0	0.049755817950112045	25.630739085194286	14.60762061829457	18.527682655062993	256	256	256	0.9775827953806525	9.314491647021896	9.070736258593477	16.920134333377884	6.723584378390429	13.8421612867611	13.76231719117004	20.72120590835859	0.9375	0.8999999761581421	0.9375	2.0942843765305597	31.616844092842683	47.32229232788086	42.643489837646484	4967345.0	0.0	106.61995697021484	33.002227783203125	36.32520300422979	93.21291356448174	396.19586181640625	324.47979736328125	40934.0	195.66166229248046	679.6946990966795	331.9164733886719	0.2060888841880959	69.12474484780759	669.01513671875	668.0219116210938	27834.0	552.0341674804688	788.8807281494139	71.71726989746094	1.1035378066264503	54.083399665990456	998.460693359375	1000.0042114257812	345033.0	898.1873779296875	1090.5328857421873	59.101348876953125	0.14508767426013947	0.42519474029541016	0.4811973571777344	0.43180318351676
sub-0029_ses-01_T1w	0.4324258208069925	2.9037305206233626	0.5679210627341461	106.80632019042969	4.106625076347945	4.238325333333333	4.451811229043835	3.629738666666667	0.21745738260256017	0.40800906308445334	0.37453355431298646	1.6093789339065552	0.801236057281494	0.0	0.012814521401428688	24.66119291136841	13.496154555680173	17.451084593357383	256	256	256	1.2049818085071593	9.717930002825469	8.709809186446444	15.206515748006703	7.754500261988063	16.649539226747997	16.10648683002994	23.915421001353756	0.9375	0.8999999761581421	0.9375	3.150502818484755	27.394156069472317	57.55780029296875	54.887577056884766	3813094.0	0.0	128.07594299316406	38.61076736450195	76.21551070243981	80.12151063763703	368.8233642578125	324.2500305175781	54263.0	212.09334869384767	529.4057800292965	269.0887451171875	0.08996140397152441	70.30922493442435	697.335693359375	696.1910400390625	36877.0	581.0386352539062	816.7022216796875	71.63887786865234	0.8965372838545989	61.069836853609075	998.9067993164062	1000.009765625	326885.0	888.2569458007813	1103.6101806640625	65.76182556152344	0.1485627293586731	0.42961838841438293	0.472121924161911	0.3802441401892537
sub-0030_ses-01_T1w	0.40535922365121574	3.1045856069569266	0.5474185578035247	105.9917221069336	4.335017374514699	4.389045333333333	4.663633456877429	3.9523733333333335	0.24310725119541496	0.39337514249580896	0.3635176063087761	1.5349223613739014	0.7804055988788605	0.0	0.038206590722649786	22.581403553048098	13.751802155182096	18.066951128267966	256	256	256	2.1184308306501936	9.158771170417484	9.268650349190583	16.52874904650407	7.90661299518632	17.13644321522882	16.708514972098033	25.08248870587896	0.9375	0.8999999761581421	0.9375	2.1440673338608276	26.11928127132916	50.493045806884766	52.22589874267578	5966522.0	0.0	105.08326683044433	34.465641021728516	329.20930257760955	57.07814936815925	328.8209228515625	315.2245178222656	82659.0	219.01531372070315	459.6646911621093	148.800048828125	0.08116915773906985	73.24999683975852	684.380859375	683.2036743164062	24643.0	562.8255737304687	810.3870483398435	74.59404754638672	1.3886046924043516	55.166439500718496	998.6527099609375	1000.0003051757812	326790.0	896.5889923095704	1093.7763366699219	60.500572204589844	0.13559232652187347	0.40201494097709656	0.44446036219596863	0.5023828097705133
sub-0031_ses-01_T1w	0.32666681631974415	3.8168851429322763	0.564680485460205	149.91531372070312	4.71246982214159	5.024033466424769	5.010666666666666	4.102709333333333	0.23285259925548726	0.40887584296266155	0.35827155778185116	1.6270408630371094	0.8878127932548523	0.0	0.005990802139623757	21.132302391524753	12.16615032502389	16.432890079604537	240	256	256	1.8470708616929665	11.14729746952204	10.291338192340067	17.879646245805194	8.458461754203185	16.066844850402006	16.160119908187287	23.95505311995667	0.8999999761581421	0.9375	0.9375	1.036892235008895	27.348603819875155	45.58527755737305	41.71311950683594	3697916.0	9.223838567733765	92.62784385681152	26.358339309692383	105.7145145654282	84.01420112436583	366.65643310546875	353.09765625	63922.0	212.64692077636718	496.9233764648437	191.16477966308594	0.2880774765454386	57.957675263103425	671.7244262695312	670.7088623046875	42294.0	573.4678955078125	770.9586456298828	60.16713333129883	1.4172603960461707	49.61125096965468	997.0532836914062	1000.0013427734375	328669.0	898.7105590820313	1081.5099365234375	55.929508209228516	0.1333387792110443	0.4255255162715912	0.45295658707618713	0.643173195188082
