bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-0001_ses-01_T1w	0.37887432317779146	3.319712045047605	0.5360832714875119	172.71868896484375	4.313609819395067	4.437301333333334	4.713000124851866	3.790528	0.22541068695368602	0.3969959396252699	0.3775933734210441	1.4074232578277588	0.687447071075439	0.0	0.040468836527371266	25.55679798919098	14.797029517095385	19.06578718674674	256	256	256	0.7979532771765392	9.52291708956181	9.048524628272704	16.82470351807976	7.060843044891858	14.35691468073124	14.240445919941541	21.303580034201527	0.9375	0.8999999761581421	0.9375	2.738787929158688	30.75243017119505	46.920005798339844	41.474220275878906	5180080.0	0.0	103.72948455810547	33.28012466430664	28.78925545072585	88.86600421570529	427.9997863769531	331.43951416015625	44229.0	205.2446716308594	1223.4346435546868	415.35736083984375	0.1037266474402454	69.31215141485623	674.0115356445312	673.9207763671875	28056.0	556.4260101318359	790.046875	70.76705169677734	1.1959139339697087	54.23117123720748	997.8419189453125	1000.000732421875	338097.0	896.28818359375	1089.3163818359376	59.43636703491211	0.14567306637763977	0.42673230171203613	0.4852871894836426	0.42122890013465986
sub-0002_ses-01_T1w	0.35709649123391285	3.460688012646635	0.5236390902804926	122.87615203857422	4.229063447803364	4.325002666666666	4.574689010076761	3.7874986666666666	0.22310506003364833	0.4210344094408702	0.35586053052548144	1.3525464534759521	0.6959793865680695	0.0	0.04942199936535016	26.93617705938093	14.97505622793952	20.92085998788078	256	256	256	1.6011986319594302	9.329805347717224	8.743600856017851	15.299798588376898	5.489239558738191	12.344157587832306	12.262416839264878	18.953853371224135	0.9375	0.8999999761581421	0.9375	6.477989699559492	34.56451027042554	43.8292350769043	46.65191650390625	5055423.0	0.0	93.4709701538086	31.7723388671875	164.70619670240572	60.347063747544695	313.6902160644531	289.60821533203125	44720.0	192.98503570556642	457.4320571899414	180.86761474609375	0.054077446074124236	68.5911655032386	649.6201171875	651.2686157226562	29179.0	532.553125	763.0050048828125	69.80397033691406	3.1849278973610122	55.93647145740633	995.3995361328125	999.9912719726562	278333.0	878.4683471679688	1088.4158935546875	65.35964965820312	0.14833612740039825	0.4227046072483063	0.4585471749305725	0.45477064499324543
sub-0002_ses-02_T1w	0.35641686021174535	3.5086828018967537	0.5361195298609198	230.67303466796875	4.219887299712222	4.316970666666666	4.5811445658033305	3.761546666666667	0.21966636541921084	0.4212587947396136	0.35907483984117555	1.4417245388031006	0.7128187000751496	0.0	0.037676487173712525	27.248602150537636	14.988255619690955	20.531843263098658	256	256	256	1.337038177413052	10.130844921572033	9.518687249877123	17.08817865064628	7.94479892345536	16.71572985359516	16.508544265430615	24.865104019241326	0.9375	0.8999999761581421	0.9375	8.616973317988972	26.347666057883817	43.937828063964844	35.517478942871094	4762770.0	0.0	88.95514678955078	29.95897102355957	77.08795086731932	62.192262834309076	357.04071044921875	319.51654052734375	47222.0	217.56753463745116	506.1316268920898	238.97085571289062	0.11423935665740181	64.75100495961541	671.4194946289062	672.2576904296875	33411.0	559.0929870605469	778.1895751953125	66.35652160644531	1.2323361179809664	52.062467332867556	996.0135498046875	1000.0016479492188	285483.0	890.372265625	1082.6754028320313	58.519981384277344	0.1484040915966034	0.42622026801109314	0.46216654777526855	0.47731602059394723
sub-0003_ses-01_T1w	0.41224732620810445	3.0162668499462426	0.5672023772587191	128.70697021484375	4.71453574734706	4.9424445753745125	5.1084586666666665	4.092704	0.23472532028691073	0.4085257929433227	0.35674888676976657	1.7002906799316406	0.9675798892974852	0.0	0.002840776952961547	24.473093267164398	13.970850516277036	18.68680499951527	240	256	256	2.1773856228812916	10.312418491914377	9.316691440519795	15.460270206763717	8.055915161473154	15.071906695695395	14.907861080917007	21.59576138558247	0.8999999761581421	0.9375	0.9375	4.963383344088185	30.336488942108076	56.5195198059082	50.80888748168945	4160647.0	10.14934949874878	121.36929473876953	35.59539794921875	173.25847461377072	96.99009247089302	380.39739990234375	373.0340576171875	49017.0	208.48442687988282	536.8796630859374	171.32025146484375	0.12246221522716416	66.04674355622075	699.2578125	697.913818359375	26369.0	590.5093505859375	813.9894042968749	67.67574310302734	1.2497554671927862	58.48949003594018	999.6262817382812	1000.0048828125	276195.0	891.8431030273437	1102.8260864257813	64.68212127685547	0.12517651915550232	0.41843146085739136	0.43305474519729614	0.4644716409225453
sub-0004_ses-01_T1w	0.41336484771127674	3.0704772798502624	0.5521564835430227	174.46241760253906	4.097497076571058	4.227776	4.477077896379839	3.5876373333333333	0.21347851390343492	0.41012186346695795	0.37639962262960713	1.522411823272705	0.731127452850342	0.0	0.03765874254979767	26.65073734702269	14.411571832781634	18.900071550792557	256	256	256	0.7552071492816461	9.391929582563618	8.83032217418755	16.343829790717386	8.139845617243733	15.385802837632646	15.293068438603342	22.353556860933644	0.9375	0.8999999761581421	0.9375	4.7325856970489015	29.308063168060418	50.77888870239258	39.481834411621094	4072025.0	0.0	117.99525451660156	34.519142150878906	19.79118038377325	113.92749260170599	483.62579345703125	364.1426696777344	30963.0	190.08453521728515	1530.2162963867186	482.1680908203125	0.05359163983969628	72.41259443924272	689.2222290039062	688.2965087890625	29755.0	569.8109252929687	810.508056640625	73.28472137451172	1.256540437392795	56.43661442992101	998.2574462890625	1000.0046997070312	314285.0	894.5429809570313	1093.4646484374998	61.185359954833984	0.13266225159168243	0.41982001066207886	0.4786306917667389	0.3981663710181846
sub-0005_ses-01_T1w	0.4225532515703187	2.9930751240728672	0.561320799454031	134.4322052001953	3.83722655514658	3.967232	4.147988998773071	3.3964586666666667	0.21600168399098113	0.4147310530221478	0.36926726298687107	1.6206449270248413	0.7790899276733398	0.0	0.014056895513855047	25.54250427396294	13.740236671649228	18.159809602288085	256	256	256	1.2869351538715827	10.135013549674213	9.563423832667253	17.268322794455965	9.2054421012913	18.443803056161098	17.873875918483957	25.972382597999466	0.9375	0.8999999761581421	0.9375	3.3815738825902955	25.224346479960438	50.09375	50.442626953125	3843682.0	0.0	116.86130180358882	33.41361999511719	43.38043322697643	85.3897526577828	409.8238525390625	354.43194580078125	50174.0	237.78593750000002	609.3015869140625	275.405029296875	0.07422870241748747	68.81327531435444	710.3871459960938	710.13134765625	34702.0	594.1381439208984	826.3991912841796	70.06612396240234	0.7194547758685568	53.67166626180341	999.2750854492188	1000.0	317639.0	902.632080078125	1092.3801147460938	57.9094123840332	0.14300809800624847	0.43711256980895996	0.4842645525932312	0.46412513574208336
sub-0008_ses-01_T1w	0.35664363431638024	3.528771105150447	0.5144521556898131	118.0651626586914	4.184168484523197	4.267829333333333	4.538766786902925	3.745909333333333	0.21885866709482693	0.4165975245465903	0.36454380835858274	1.2897329330444336	0.6033335685729981	0.0	0.06347938281905777	27.798338747920514	15.462773043891481	20.967093079539097	256	256	256	1.046735095766231	9.472478780363952	8.992056406665155	16.45695534386528	5.460277210904028	12.104084041091443	11.993842050624727	18.417164899878703	0.9375	0.8999999761581421	0.9375	16.448122959677846	35.571758355847116	40.0335693359375	24.175342559814453	5080672.0	0.0	96.31117248535156	30.496490478515625	106.6255860637983	57.621682707115184	337.4540100097656	296.47515869140625	44665.0	208.5662902832031	475.5835205078124	283.2348327636719	0.056922693148045767	68.87946937702759	656.163818359375	657.2120971679688	30567.0	540.616015625	768.5987854003905	69.38008117675781	1.2634667074316734	53.37069366788559	995.252197265625	999.99169921875	293226.0	883.8794250488281	1085.0268859863281	60.763973236083984	0.1538010835647583	0.4293559193611145	0.47384464740753174	0.438348011436935
sub-0009_ses-01_T1w	0.3494329288183232	3.5592818859082147	0.4946315629571646	229.09884643554688	3.9726145576423217	4.035210666666667	4.430622339593632	3.452010666666667	0.1951460166471271	0.4386980907730211	0.3661558925798518	1.369235873222351	0.6396710038185116	0.0	0.0460709597947347	31.203388022324788	15.280466603985769	21.327973322695144	256	256	256	0.6761709661054452	9.341924273000457	9.048756758090478	17.128175035165533	7.348027110738609	15.810328232999195	15.723410950917343	24.011877509014223	0.9375	0.8999999761581421	0.9375	4.533543805789138	27.28368652665249	40.068180084228516	36.8026123046875	5437593.0	0.0	92.0056411743164	28.858829498291016	35.06984088006822	70.73358181331119	416.78460693359375	306.0145568847656	31809.0	206.46993103027344	1233.3420654296845	452.56268310546875	0.24516690003120756	67.65585199429854	656.5057983398438	658.4339599609375	44439.0	536.4732482910156	768.4666015625	70.48082733154297	1.077814520118996	51.69652230286043	995.952392578125	999.994140625	287857.0	890.1649047851563	1082.9217529296875	58.38289260864258	0.13378123939037323	0.4250977635383606	0.45631837844848633	0.40997540689157635
sub-0012_ses-01_T1w	0.35547519928155336	3.537190538183923	0.5079203782997337	151.92987060546875	3.9139080378399727	4.002421333333333	4.285233446853252	3.4540693333333334	0.20771237629557443	0.42683853294048285	0.3654490907639427	1.351365327835083	0.568562775850296	0.0	0.04875013178919831	31.537171374864315	16.248859966776596	21.930062187108373	256	256	256	1.017157652344172	9.414094421088862	8.854155730370094	16.13121511767725	6.104257193800231	13.236565241265335	13.189434865024618	20.227482160008286	0.9375	0.8999999761581421	0.9375	4.24642690613209	32.38843136115347	39.669776916503906	43.7288932800293	4476432.0	0.0	87.63148498535156	29.53685188293457	79.9392170526646	45.9469594086771	351.705078125	301.7803955078125	58265.0	227.31561279296875	477.9661743164058	296.6873474121094	0.13870643808175975	68.33430720262653	654.660400390625	654.38525390625	29670.0	540.1596801757812	768.8054138183593	69.51005554199219	2.441889882714735	54.52318523617705	998.6929931640625	1000.0000610351562	256627.0	894.3159545898437	1094.8145874023435	61.991493225097656	0.13961081206798553	0.4263652563095093	0.44861578941345215	0.39139933459489223
sub-0013_ses-01_T1w	0.3334763082163192	3.75725347736324	0.5174822991551832	198.81344604492188	4.636647747189291	4.924577908234541	4.908352	4.077013333333333	0.2433116425489283	0.39421988546522435	0.36246847198584736	1.7569917440414429	0.7135534286499017	0.0	0.004968297096238717	25.324114871967918	15.52469953534537	20.727009856043953	240	256	256	1.5739327563994532	10.193164586482531	9.929621715990104	18.021767805088327	8.755717149233057	17.834117422131648	17.787948863386593	26.77401201879507	0.8999999761581421	0.9375	0.9375	3.564407296979411	24.46891182981391	39.73581314086914	37.435157775878906	4113811.0	8.314652442932129	82.7494125366211	23.42165184020996	174.252009816766	85.29582314711331	342.44073486328125	327.020263671875	34935.0	190.40047302246091	472.23121643066384	207.7697296142578	0.20360302372588324	62.67292764962568	665.91357421875	666.092529296875	20644.0	556.9706726074219	772.7322357177734	65.34539794921875	1.1311341272541453	48.674534852414645	995.8136596679688	999.99169921875	279190.0	894.7803894042969	1077.9977294921875	55.487892150878906	0.1434980034828186	0.4286561906337738	0.48531869053840637	0.5455966912409874
